h,fullname,last_obs_jd,last_obs,ts_max,ps_max,n_imp,ps_cum,des,v_inf,diameter,range,id,ip
26.73,(2017 MA3),2457931.5,2017-06-27,0,-9.37,1,-9.37,2017 MA3,9.02,0.015,2110-2110,bK17M03A,6.034e-09
27.15,(2017 RZ15),2458014.5,2017-09-18,0,-5.93,29,-5.53,2017 RZ15,7.85869635858476,0.0129,2070-2122,bK17R15Z,6.5016974e-05
25.62,(2017 TT3),2458056.5,2017-10-30,0,-7.50,5,-7.22,2017 TT3,8.66043941351588,0.025,2108-2115,bK17T03T,2.557955e-07
26.82,(2020 YB1),2459205.5,2020-12-22,0,-6.25,36,-5.91,2020 YB1,11.7865190911885,0.015,2073-2120,bK20Y01B,1.24802916e-05
28.54,(2021 CD8),2459288.5,2021-03-15,0,-7.59,15,-7.16,2021 CD8,2.16625711068693,0.0066,2099-2122,bK21C08D,1.055102e-05
23.93,(1996 TC1),2450367.5,1996-10-11,0,-4.98,4,-4.96,1996 TC1,23.9996520487168,0.055,2064-2072,bJ96T01C,1.328002e-06
25.12,(1997 UA11),2450760.5,1997-11-08,0,-6.61,2,-6.55,1997 UA11,11.9574624126718,0.032,2073-2073,bJ97U11A,3.1061e-07
24.76,(2020 XP3),2459195.5,2020-12-12,0,-8.25,1,-8.25,2020 XP3,23.42,0.038,2119-2119,bK20X03P,3.877e-09
27.68,(2020 YN),2459205.5,2020-12-22,0,-4.83,6,-4.83,2020 YN,16.1892930946637,0.0098,2046-2060,bK20Y00N,9.0882395e-05
26.19,(2020 YE4),2459209.5,2020-12-26,0,-8.57,1,-8.57,2020 YE4,10.87,0.02,2107-2107,bK20Y04E,1.762e-08
22.44,(2001 SB170),2452195.5,2001-10-13,0,-6.38,1,-6.38,2001 SB170,22.48,0.11,2095-2095,bK01SH0B,1.736e-08
24.93,(2001 YN2),2452282.5,2002-01-08,0,-7.70,4,-7.42,2001 YN2,18.6995057633303,0.035,2067-2113,bK01Y02N,2.4118e-08
28.47,(2020 XX3),2459201.5,2020-12-18,0,-9.64,2,-9.64,2020 XX3,4.60017152544627,0.0068,2086-2094,bK20X03X,2.40664e-08
31.00,(2020 YS2),2459221.5,2021-01-07,0,-9.26,7,-9.06,2020 YS2,2.63018462766983,0.0021,2092-2119,bK20Y02S,1.743184e-06
28.58,(2020 QF1),2459080.5,2020-08-19,0,-6.26,4,-6.26,2020 QF1,12.4083952422066,0.0065,2102-2122,bK20Q01F,4.280808e-05
28.24,(2021 EW1),2459288.5,2021-03-15,0,-6.42,1,-6.42,2021 EW1,8.82,0.0076,2103-2103,bK21E01W,2.663e-05
27.45,(2021 RL14),2459488.5,2021-10-01,0,-5.95,15,-5.84,2021 RL14,9.67672145209439,0.011,2098-2121,bK21R14L,4.40204771e-05
28.41,(2010 NN),2455384.5,2010-07-07,0,-6.41,37,-6.05,2010 NN,7.72794882538195,0.00708,2060-2121,bK10N00N,5.84362935e-05
24.41,(2010 QG2),2455442.5,2010-09-03,0,-4.44,7,-4.43,2010 QG2,12.8889938193451,0.044,2051-2066,bK10Q02G,9.493007e-06
24.68,(2010 UC7),2455503.5,2010-11-03,0,-6.51,11,-5.96,2010 UC7,13.4004250754679,0.039,2104-2118,bK10U07C,1.307509e-06
28.31,(2010 VN1),2455509.5,2010-11-09,0,-7.34,7,-7.10,2010 VN1,10.9857208852105,0.00738,2046-2066,bK10V01N,1.95253e-06
26.93,(2011 EB74),2455635.5,2011-03-15,0,-5.20,196,-4.34,2011 EB74,7.53206027964869,0.0138,2032-2121,bK11E74B,0.0003973797977
29.87,(2021 CK3),2459254.5,2021-02-09,0,-7.99,42,-7.26,2021 CK3,13.6384999912322,0.0036,2056-2119,bK21C03K,1.40571885e-05
26.33,(2022 GP),2459676.5,2022-04-07,0,-7.12,12,-6.94,2022 GP,17.3746692832977,0.018,2076-2120,bK22G00P,5.13128e-07
29.47,(2021 FO1),2459294.5,2021-03-21,0,-6.63,52,-6.41,2021 FO1,7.2179996907857,0.0043,2075-2121,bK21F01O,0.00011273735
24.71,(1997 TC25),2450744.5,1997-10-23,0,-6.54,10,-6.09,1997 TC25,9.06720049650411,0.039,2047-2112,bJ97T25C,6.066415e-07
26.00,(2021 CF1),2459252.5,2021-02-07,0,-7.01,1,-7.01,2021 CF1,14.17,0.021,2077-2077,bK21C01F,2.633e-07
27.50,(2021 CJ3),2459262.5,2021-02-17,0,-6.40,6,-6.24,2021 CJ3,11.3720534519711,0.011,2062-2081,bK21C03J,8.61783e-06
24.07,(2020 XA6),2459205.5,2020-12-22,0,-5.37,6,-4.97,2020 XA6,20.6933383766321,0.052,2062-2073,bK20X06A,1.85725e-06
24.71,(2020 YG2),2459226.5,2021-01-12,0,-7.09,2,-7.08,2020 YG2,9.31979673442186,0.039,2097-2109,bK20Y02G,1.05035e-07
26.02,(2002 VY91),2452612.5,2002-12-04,0,-6.74,5,-6.63,2002 VY91,9.18781036164701,0.021,2112-2119,bK02V91Y,1.6521331e-06
28.00,(2022 JK2),2459712.5,2022-05-13,0,-7.38,12,-7.23,2022 JK2,7.7585042213192,0.00851,2062-2121,bK22J02K,2.583671e-06
25.71,(2014 YN),2457045.5,2015-01-23,0,-5.19,52,-4.64,2014 YN,3.27701357997012,0.024,2093-2121,bK14Y00N,0.00014794657
29.32,(2021 EF3),2459319.5,2021-04-15,0,-6.67,16,-6.15,2021 EF3,3.40462793970664,0.0046,2108-2122,bK21E03F,0.00026202487
26.99,(2020 YL),2459207.5,2020-12-24,0,-7.70,2,-7.65,2020 YL,8.19547384774728,0.014,2097-2109,bK20Y00L,3.862e-07
27.40,(2021 EN3),2459287.5,2021-03-14,0,-8.71,1,-8.71,2021 EN3,10.86,0.011,2093-2093,bK21E03N,4.051e-08
29.92,(2021 KQ2),2459367.5,2021-06-02,0,-9.06,4,-8.94,2021 KQ2,2.32796009573117,0.0035,2102-2116,bK21K02Q,8.1896e-07
28.38,(2021 KT2),2459365.5,2021-05-31,0,-5.57,17,-5.49,2021 KT2,8.27101066752067,0.00712,2057-2120,bK21K02T,0.0001421933594
25.43,(2002 TY59),2452577.5,2002-10-30,0,-5.53,7,-5.36,2002 TY59,8.22428471111408,0.028,2084-2118,bK02T59Y,1.557916e-05
27.88,(2017 RC),2458011.5,2017-09-15,0,-6.43,58,-5.89,2017 RC,9.85284940549474,0.009,2084-2124,bK17R00C,6.5607998e-05
28.84,(2024 SO1),2460581.5,2024-09-28,0,-6.78,22,-6.52,2024 SO1,11.5535425601596,0.0058,2074-2123,bK24S01O,3.4095819e-05
25.77,(2022 QD8),2459839.5,2022-09-17,0,-7.84,1,-7.84,2022 QD8,16.98,0.024,2102-2102,bK22Q08D,3.707e-08
30.59,(2021 GC8),2459317.5,2021-04-13,0,-7.77,34,-7.26,2021 GC8,6.55873334744901,0.0026,2037-2119,bK21G08C,2.3609671e-05
28.75,(2021 GE6),2459315.5,2021-04-11,0,-7.90,15,-7.52,2021 GE6,3.22751605900489,0.006,2056-2117,bK21G06E,3.2784877e-06
26.64,(2022 UN8),2459881.5,2022-10-29,0,-8.80,1,-8.80,2022 UN8,11.29,0.016,2104-2104,bK22U08N,1.614e-08
28.14,(2021 PK4),2459436.5,2021-08-10,0,-6.34,11,-6.27,2021 PK4,12.0003378847928,0.008,2060-2076,bK21P04K,1.4814369e-05
28.66,(2021 TK11),2459502.5,2021-10-15,0,-10.77,1,-10.77,2021 TK11,10.22,0.0063,2073-2073,bK21T11K,1.052e-09
25.77,(2021 QY3),2459463.5,2021-09-06,0,-5.12,81,-4.59,2021 QY3,12.0813035261969,0.024,2085-2119,bK21Q03Y,0.0001029562101
26.72,(2021 RN),2459472.5,2021-09-15,0,-7.33,10,-7.06,2021 RN,17.5679983880053,0.015,2097-2115,bK21R00N,6.42682e-07
26.57,(2021 RO16),2459501.5,2021-10-14,0,-8.70,6,-8.46,2021 RO16,7.57913432405136,0.016,2095-2119,bK21R16O,4.43584e-08
27.25,(2022 HB2),2459706.5,2022-05-07,0,-6.18,12,-5.98,2022 HB2,7.97425461312941,0.012,2079-2123,bK22H02B,2.1110561e-05
29.51,(2021 RQ2),2459464.5,2021-09-07,0,-7.56,20,-7.10,2021 RQ2,3.21773541186019,0.0042,2074-2119,bK21R02Q,2.9410381e-05
28.44,(2021 SQ),2459482.5,2021-09-25,0,-5.19,5,-5.16,2021 SQ,10.5613555589153,0.0069,2062-2071,bK21S00Q,0.00025352797
26.70,(2022 WN3),2459910.5,2022-11-27,0,-6.11,6,-6.04,2022 WN3,19.5161305782657,0.0159,2082-2096,bK22W03N,4.22107e-06
27.92,(2022 UE61),2459870.5,2022-10-18,0,-8.24,8,-7.80,2022 UE61,8.08438166593974,0.00883,2111-2120,bK22U61E,9.730436e-07
28.14,(2021 TH13),2459501.5,2021-10-14,0,-7.35,5,-7.19,2021 TH13,8.64525299716912,0.008,2096-2116,bK21T13H,4.40499e-06
28.55,(2021 WC3),2459550.5,2021-12-02,0,-7.08,37,-6.39,2021 WC3,12.8956321506611,0.0066,2070-2121,bK21W03C,3.1834207e-05
27.87,(2021 TT),2459496.5,2021-10-09,0,-8.30,1,-8.30,2021 TT,15.76,0.009,2060-2060,bK21T00T,6.429e-08
26.23,(2021 TT1),2459496.5,2021-10-09,0,-4.51,1,-4.51,2021 TT1,17.12,0.019,2048-2048,bK21T01T,3.905e-05
25.21,(2021 TX2),2459503.5,2021-10-16,0,-7.16,2,-7.13,2021 TX2,11.3207935800268,0.031,2115-2118,bK21T02X,1.7944e-07
28.79,(2021 UN),2459504.5,2021-10-17,0,-6.46,13,-6.25,2021 UN,13.0479646702663,0.0059,2050-2089,bK21U00N,2.417284e-05
27.70,(2021 US1),2459587.5,2022-01-08,0,-6.49,11,-6.24,2021 US1,2.86937586048646,0.0097,2087-2121,bK21U01S,3.02881e-05
29.91,(2022 BY39),2459610.5,2022-01-31,0,-6.31,2,-6.31,2022 BY39,2.52002686725537,0.0035,2107-2118,bK22B39Y,0.0003177846
24.84,(2021 WU4),2459551.5,2021-12-03,0,-6.92,5,-6.79,2021 WU4,20.4369591068205,0.0361,2056-2118,bK21W04U,8.67015e-08
26.64,(2021 VA9),2459546.5,2021-11-28,0,-5.38,15,-5.37,2021 VA9,6.87082961759413,0.016,2065-2120,bK21V09A,5.3649935e-05
27.37,(2021 UV1),2459530.5,2021-11-12,0,-6.74,3,-6.63,2021 UV1,10.5869319855506,0.011,2111-2117,bK21U01V,6.4501e-06
25.76,(2021 VM1),2459530.5,2021-11-12,0,-4.62,18,-4.54,2021 VM1,14.5639311194169,0.024,2081-2102,bK21V01M,8.3191398e-05
26.16,(2021 UW1),2459517.5,2021-10-30,0,-5.56,12,-5.45,2021 UW1,13.7738223007354,0.02,2092-2120,bK21U01W,1.793896e-05
28.31,(2021 VB2),2459525.5,2021-11-07,0,-5.73,3,-5.73,2021 VB2,8.26,0.0074,2072-2083,bK21V02B,8.993979e-05
27.38,(2021 VM22),2459534.5,2021-11-16,0,-5.86,4,-5.84,2021 VM22,9.10600612205406,0.011,2090-2109,bK21V22M,3.41062e-05
30.30,(2021 VD8),2459530.5,2021-11-12,0,-9.62,2,-9.58,2021 VD8,11.6511549834754,0.0029,2084-2096,bK21V08D,1.1498e-07
25.25,(2021 UZ6),2459586.5,2022-01-07,0,-6.51,2,-6.31,2021 UZ6,8.69402913676886,0.03,2106-2118,bK21U06Z,1.3797e-06
26.23,(2021 VG1),2459530.5,2021-11-12,0,-7.43,1,-7.43,2021 VG1,12.03,0.019,2077-2077,bK21V01G,1.513e-07
26.22,(2021 VP8),2459544.5,2021-11-26,0,-5.22,16,-5.14,2021 VP8,6.58069620999969,0.019,2073-2117,bK21V08P,6.703667e-05
27.68,(2021 WM4),2459550.5,2021-12-02,0,-7.54,9,-6.98,2021 WM4,16.0935752314203,0.00987,2076-2090,bK21W04M,1.70361e-06
30.41,(2021 WR4),2459550.5,2021-12-02,0,-9.45,17,-9.01,2021 WR4,4.31434330674334,0.0028,2064-2120,bK21W04R,9.63395e-07
25.52,(2021 XP2),2459614.5,2022-02-04,0,-7.44,6,-6.98,2021 XP2,7.4924590520807,0.027,2071-2121,bK21X02P,3.44523e-07
29.34,(2021 VY7),2459529.5,2021-11-11,0,-7.67,16,-7.35,2021 VY7,12.2212177090806,0.0046,2044-2121,bK21V07Y,3.69415e-06
28.12,(2021 VN10),2459532.5,2021-11-14,0,-7.91,6,-7.58,2021 VN10,10.7897324708393,0.00805,2069-2106,bK21V10N,9.644743e-07
29.75,(2021 XC2),2459552.5,2021-12-04,0,-8.02,18,-7.70,2021 XC2,9.35378498194174,0.0038,2069-2102,bK21X02C,5.630941e-06
27.04,(2021 VO8),2459533.5,2021-11-15,0,-9.89,1,-9.89,2021 VO8,7.11,0.013,2114-2114,bK21V08O,3.061e-09
23.18,(2022 CE5),2459622.5,2022-02-12,0,-6.50,5,-6.27,2022 CE5,35.5676791495677,0.078,2103-2116,bK22C05E,3.30185e-08
27.08,(2021 VT4),2459529.5,2021-11-11,0,-6.24,3,-6.21,2021 VT4,19.8880454391063,0.013,2058-2108,bK21V04T,2.6497e-06
28.48,(2021 WC1),2459545.5,2021-11-27,0,-7.71,8,-7.27,2021 WC1,11.5152685233489,0.0068,2063-2079,bK21W01C,2.628021e-06
26.29,(2021 XK1),2459588.5,2022-01-09,0,-6.66,5,-6.42,2021 XK1,9.09635566436239,0.019,2089-2121,bK21X01K,3.333941e-06
26.69,(2021 XY3),2459561.5,2021-12-13,0,-6.05,4,-5.89,2021 XY3,16.9028371641593,0.016,2067-2074,bK21X03Y,5.66675e-06
29.52,(2021 XF1),2459551.5,2021-12-03,0,-7.73,6,-7.51,2021 XF1,7.68837434256969,0.0042,2073-2095,bK21X01F,6.28964e-06
29.62,(2021 VR1),2459527.5,2021-11-09,0,-9.23,1,-9.23,2021 VR1,3.42,0.004,2117-2117,bK21V01R,3.052e-07
27.55,(2021 WA1),2459552.5,2021-12-04,0,-4.94,2,-4.88,2021 WA1,13.8825013449614,0.01,2116-2117,bK21W01A,0.00035317
20.63,101955 Bennu (1999 RQ36),2459126.3016,2020-10-3.80160,,-1.58,157,-1.40,101955,5.9916984432395,0.49,2178-2290,a0101955,0.000571699999999996
26.61,(2022 KC3),2459877.5,2022-10-25,0,-7.61,6,-7.19,2022 KC3,4.81879204834847,0.016,2101-2118,bK22K03C,1.05236e-06
25.84,(2022 KF6),2459733.5,2022-06-03,0,-6.48,3,-6.22,2022 KF6,10.0208251057828,0.023,2068-2107,bK22K06F,2.127e-06
28.35,(2017 SA20),2458041.5,2017-10-15,0,-6.34,1244,-5.16,2017 SA20,5.86807788282525,0.0072,2027-2122,bK17S20A,0.0004467688543
24.24,(2019 LU1),2458642.5,2019-06-08,0,-4.24,7,-4.22,2019 LU1,31.8004502200889,0.048,2056-2070,bK19L01U,5.229931e-06
28.03,(2022 NX1),2459904.5,2022-11-21,0,-4.28,50,-4.23,2022 NX1,NaN,0.0084,2075-2121,bK22N01X,0.00317246615
26.09,(2022 WT6),2459914.5,2022-12-01,0,-7.40,2,-7.39,2022 WT6,20.010563937906,0.021,2106-2115,bK22W06T,1.268207e-07
26.82,(2022 WW11),2459911.5,2022-11-28,0,-4.58,6,-4.57,2022 WW11,13.4198877631228,0.015,2050-2065,bK22W11W,8.98738476e-05
27.30,(2022 SJ9),2459851.5,2022-09-29,0,-8.76,2,-8.66,2022 SJ9,9.62885340032299,0.012,2070-2097,bK22S09J,3.3438e-08
30.23,(2022 SX55),2459841.5,2022-09-19,0,-4.21,5,-4.21,2022 SX55,12.0500021687239,0.003,2035-2058,bK22S55X,0.00403232519
28.59,(2022 RL),2459824.5,2022-09-02,0,-7.02,8,-6.97,2022 RL,7.93225331081958,0.0065,2071-2114,bK22R00L,8.6552134e-06
26.30,(2022 SJ28),2459877.5,2022-10-25,0,-6.78,1,-6.78,2022 SJ28,9.69,0.019,2116-2116,bK22S28J,1.493e-06
26.48,(2022 SK2),2459872.5,2022-10-20,0,-6.27,3,-6.25,2022 SK2,22.92,0.017,2079-2082,bK22S02K,1.61049e-06
29.91,(2022 UA5),2459879.5,2022-10-27,0,-8.51,4,-8.39,2022 UA5,3.97057583214138,0.0035,2072-2109,bK22U05A,1.64996e-06
27.21,(2022 UM1),2459881.5,2022-10-29,0,-7.01,5,-6.81,2022 UM1,8.09847492543203,0.012,2095-2118,bK22U01M,3.44652e-06
28.27,(2022 SZ9),2459853.5,2022-10-01,0,-8.83,1,-8.83,2022 SZ9,7.73,0.0075,2090-2090,bK22S09Z,9.613e-08
26.54,(2024 EN2),2460380.5,2024-03-11,0,-8.26,2,-8.12,2024 EN2,17.7498340216629,0.017,2043-2081,bK24E02N,2.5666e-08
25.78,(2022 SE6),2459870.5,2022-10-18,0,-6.43,2,-6.40,2022 SE6,3.93064674983585,0.024,2120-2120,bK22S06E,3.046e-06
27.37,(2022 OH2),2459798.5,2022-08-07,0,-4.71,137,-4.45,2022 OH2,3.61887936576829,0.011,2087-2122,bK22O02H,0.00109506413
28.32,(2022 OK),2459791.5,2022-07-31,0,-8.04,7,-7.70,2022 OK,5.01128560057548,0.0073,2107-2121,bK22O00K,2.34933e-06
23.22,(2022 OK5),2459794.5,2022-08-03,0,-5.82,2,-5.79,2022 OK5,18.3638006453926,0.077,2115-2120,bK22O05K,2.789e-07
27.52,(2022 SL28),2459854.5,2022-10-02,0,-6.65,50,-6.22,2022 SL28,13.1009579018737,0.011,2079-2122,bK22S28L,1.57444822e-05
25.96,(2022 SG5),2459853.5,2022-10-01,0,-5.94,9,-5.71,2022 SG5,24.1180193492549,0.022,2090-2116,bK22S05G,4.456399e-06
26.92,(2022 SO11),2459855.5,2022-10-03,0,-7.91,6,-7.41,2022 SO11,12.2077179247913,0.014,2084-2095,bK22S11O,4.12585e-07
28.68,(2022 SA11),2459853.5,2022-10-01,0,-5.58,35,-5.55,2022 SA11,6.54849164761868,0.0062,2076-2121,bK22S11A,0.0003508453141
27.47,(1994 GV),2449457.5,1994-04-15,0,-5.65,95,-5.05,1994 GV,8.0873507246722,0.011,2036-2122,bJ94G00V,0.0001763512875
24.94,(2022 OZ5),2459812.5,2022-08-21,0,-7.11,4,-6.79,2022 OZ5,11.8220641333625,0.035,2110-2121,bK22O05Z,2.7474e-07
28.95,(2024 CN8),2460360.5,2024-02-20,0,-7.46,128,-6.54,2024 CN8,2.93458663931444,0.0055,2040-2123,bK24C08N,3.28001597e-05
23.32,(2024 DB1),2460370.5,2024-03-01,0,-5.42,3,-5.32,2024 DB1,23.1751323332382,0.0741,2078-2090,bK24D01B,4.5529e-07
27.51,(2023 XE3),2460345.5,2024-02-05,0,-4.63,99,-4.56,2023 XE3,2.00879764260611,0.011,2053-2122,bK23X03E,0.000513641953
28.35,(2024 ET3),2460385.5,2024-03-16,0,-10.29,2,-10.11,2024 ET3,7.87997063501774,0.00727,2121-2124,bK24E03T,8.173e-09
27.55,(2022 WE5),2459913.5,2022-11-30,0,-5.28,13,-5.23,2022 WE5,8.11202270457405,0.01,2084-2120,bK22W05E,0.000169544339
28.41,(2022 SD9),2459853.5,2022-10-01,0,-5.28,22,-5.24,2022 SD9,13.4228003014523,0.0071,2100-2122,bK22S09D,0.000390246839
25.29,(2022 QC1),2459837.5,2022-09-15,0,-5.87,2,-5.78,2022 QC1,15.5781752018876,0.03,2103-2111,bK22Q01C,3.0091e-06
22.28,(2022 PX1),2459803.5,2022-08-12,0,-3.10,1,-3.10,2022 PX1,35.11,0.12,2040-2040,bK22P01X,3.231e-06
26.48,(2022 QO),2459824.5,2022-09-02,0,-7.21,3,-6.93,2022 QO,9.32238303970328,0.017,2104-2108,bK22Q00O,1.1863e-06
27.75,(2022 QO2),2459815.5,2022-08-24,0,-5.86,2,-5.84,2022 QO2,17.9345921898171,0.0096,2070-2090,bK22Q02O,1.8207e-05
26.94,(2022 RJ2),2459833.5,2022-09-11,0,-7.39,4,-7.03,2022 RJ2,16.0182730054482,0.014,2075-2092,bK22R02J,6.6995e-07
26.10,(2022 SH10),2459847.5,2022-09-25,0,-7.70,1,-7.70,2022 SH10,22.05,0.02,2120-2120,bK22S10H,6.712e-08
25.93,(2022 SL4),2459853.5,2022-10-01,0,-6.69,2,-6.44,2022 SL4,15.2955737704918,0.022,2118-2118,bK22S04L,1.5128e-06
28.33,(2022 SU7),2459850.5,2022-09-28,0,-8.21,7,-8.06,2022 SU7,4.90864709126744,0.0073,2111-2121,bK22S07U,1.037084e-06
28.35,(2022 SW24),2459851.5,2022-09-29,0,-6.91,7,-6.78,2022 SW24,11.1412636193554,0.00729,2077-2114,bK22S24W,7.740638e-06
25.62,(2022 TG1),2459888.5,2022-11-05,0,-5.60,8,-5.42,2022 TG1,5.81084046398595,0.025,2101-2122,bK22T01G,1.860746e-05
29.12,(2023 HF3),2460059.5,2023-04-25,0,-9.35,5,-8.96,2023 HF3,10.967970859544,0.0051,2057-2123,bK23H03F,2.01095e-07
27.16,(2022 UF),2459875.5,2022-10-23,0,-6.91,1,-6.91,2022 UF,10.72,0.013,2101-2101,bK22U00F,2.212e-06
26.25,(2022 UG),2459869.5,2022-10-17,0,-7.78,4,-7.75,2022 UG,9.23325136350589,0.019,2071-2121,bK22U00G,8.3608e-08
28.55,(2022 UY12),2459881.5,2022-10-29,0,-7.53,3,-7.53,2022 UY12,16.4698523342163,0.0066,2100-2108,bK22U12Y,1.6273235e-06
25.12,(2022 UY14),2459888.5,2022-11-05,0,-4.05,1,-4.05,2022 UY14,20.36,0.032,2043-2043,bK22U14Y,2.085e-05
28.90,(2022 VD),2459885.5,2022-11-02,0,-8.04,16,-7.60,2022 VD,8.21835513270544,0.0056,2110-2122,bK22V00D,4.452116e-06
27.86,(2022 VF),2459903.5,2022-11-20,0,-7.17,22,-6.82,2022 VF,6.3640394769421,0.0091,2090-2121,bK22V00F,8.19871e-06
27.25,(1995 UB),2450016.5,1995-10-26,0,-8.58,6,-8.35,1995 UB,12.2092088796772,0.012,2112-2121,bJ95U00B,1.017064e-07
29.02,(2000 LG6),2451702.5,2000-06-07,0,-5.40,116,-4.99,2000 LG6,2.11449241082259,0.0053,2081-2122,bK00L06G,0.0021306256026
27.42,(2016 RD34),2457757.5,2017-01-04,0,-4.78,116,-4.47,2016 RD34,1.12717610995015,0.011,2051-2117,bK16R34D,0.000547192211
28.14,(2016 SA2),2457670.5,2016-10-09,0,-5.46,33,-5.13,2016 SA2,5.20313079447809,0.008,2110-2122,bK16S02A,0.0007045789864
29.65,(2016 TG94),2457671.5,2016-10-10,0,-8.22,26,-7.67,2016 TG94,8.76958735965879,0.004,2096-2121,bK16T94G,8.014752e-06
29.44,(2016 TH),2457664.5,2016-10-03,0,-7.55,32,-7.31,2016 TH,7.41447492214423,0.0044,2072-2118,bK16T00H,1.06031952e-05
27.38,(2016 VZ17),2457697.5,2016-11-05,0,-9.26,10,-8.58,2016 VZ17,9.37241205013735,0.011,2055-2111,bK16V17Z,4.84509e-08
29.45,(2022 BM3),2459614.5,2022-02-04,0,-9.29,9,-8.78,2022 BM3,7.40829586614173,0.00436,2097-2122,bK22B03M,5.08e-07
26.87,(2022 GO3),2459679.5,2022-04-10,0,-8.10,1,-8.10,2022 GO3,10.42,0.014,2119-2119,bK22G03O,1.313e-07
29.46,(2022 GL),2459678.5,2022-04-09,0,-7.99,4,-7.98,2022 GL,7.0199605742447,0.0043,2070-2121,bK22G00L,1.8668e-06
30.12,(2018 BD),2458136.5,2018-01-18,0,-5.81,10,-5.80,2018 BD,8.89003445104936,0.0032,2032-2097,bK18B00D,6.8980192e-05
27.83,(2018 NW),2458309.5,2018-07-10,0,-5.26,112,-4.62,2018 NW,21.1382947763623,0.0092,2046-2122,bK18N00W,0.0004916195738
29.96,(2019 DF),2458540.5,2019-02-26,0,-8.81,9,-8.61,2019 DF,14.1038482753756,0.00344,2059-2119,bK19D00F,4.2531e-07
29.92,(2019 NK1),2458672.5,2019-07-08,0,-7.34,75,-6.90,2019 NK1,8.05283144144552,0.0035,2089-2121,bK19N01K,6.49314752e-05
27.59,(2019 NP5),2458678.5,2019-07-14,0,-5.91,9,-5.74,2019 NP5,5.09267032136494,0.01,2106-2121,bK19N05P,9.4614833e-05
28.51,(2020 KU),2458992.5,2020-05-23,0,-6.06,34,-5.78,2020 KU,6.92072288463891,0.0067,2070-2108,bK20K00U,0.000140998445
25.53,(2020 UE),2459171.5,2020-11-18,0,-5.08,37,-4.63,2020 UE,14.5797888944608,0.027,2042-2120,bK20U00E,3.1842272e-05
25.78,(2020 US7),2459146.5,2020-10-24,0,-5.22,134,-4.84,2020 US7,7.35902077291433,0.0237,2028-2121,bK20U07S,1.66967665e-05
28.18,(2020 UT4),2459146.5,2020-10-24,0,-6.04,36,-5.61,2020 UT4,17.9244684346802,0.0078,2045-2121,bK20U04T,4.31595453e-05
27.97,(2020 WN5),2459171.5,2020-11-18,0,-6.39,209,-5.81,2020 WN5,11.5952926243017,0.00865,2068-2122,bK20W05N,6.53622491e-05
26.19,(2020 WZ3),2459251.5,2021-02-06,0,-6.43,4,-6.34,2020 WZ3,6.3137359804048,0.02,2107-2121,bK20W03Z,4.6542e-06
28.16,(2020 YA2),2459204.5,2020-12-21,0,-8.05,5,-7.94,2020 YA2,4.95167265464297,0.0079,2104-2121,bK20Y02A,1.005348e-06
29.78,(2022 BT),2459614.5,2022-02-04,0,-6.18,302,-5.90,2022 BT,3.8147948635537,0.0038,2080-2122,bK22B00T,0.000556321595
31.75,(2020 CD3),2458989.5,2020-05-20,0,-5.64,115,-5.17,2020 CD3,NaN,0.0015,2082-2118,bK20C03D,0.0252338159446
27.96,(2021 RF12),2459490.5,2021-10-03,0,-5.96,6,-5.69,2021 RF12,12.2630788818873,0.0087,2055-2083,bK21R12F,3.953734e-05
27.57,(2021 RN5),2459472.5,2021-09-15,0,-7.99,1,-7.99,2021 RN5,14.07,0.01,2051-2051,bK21R05N,7.939e-08
28.15,(2021 RS14),2459472.5,2021-09-15,0,-8.53,2,-8.36,2021 RS14,10.6065744448489,0.008,2111-2117,bK21R14S,2.747e-07
28.15,(2021 RT4),2459472.5,2021-09-15,0,-8.37,8,-8.06,2021 RT4,9.49018135611874,0.0079,2082-2120,bK21R04T,4.99735e-07
28.20,(2021 TG14),2459504.5,2021-10-17,0,-7.92,28,-7.49,2021 TG14,11.2539205092587,0.0078,2078-2121,bK21T14G,1.69894e-06
28.74,(2021 UA7),2459515.5,2021-10-28,0,-6.61,3,-6.61,2021 UA7,27.3012273628851,0.0061,2046-2059,bK21U07A,2.5382265e-06
31.79,(2021 UA1),2459513.5,2021-10-26,0,-9.00,19,-8.56,2021 UA1,12.9104926978205,0.0015,2071-2122,bK21U01A,6.7098734e-06
31.62,(2021 UH1),2459513.5,2021-10-26,0,-11.81,1,-11.81,2021 UH1,5.17,0.0016,2083-2083,bK21U01H,4.310e-09
27.98,(2021 UO1),2459516.5,2021-10-29,0,-5.93,24,-5.75,2021 UO1,18.5062477629155,0.0086,2038-2112,bK21U01O,1.3314204e-05
30.23,(2021 VX22),2459534.5,2021-11-16,0,-8.05,22,-7.70,2021 VX22,2.20996892870302,0.003,2100-2121,bK21V22X,2.043719e-05
27.79,(2021 TV10),2459500.5,2021-10-13,0,-6.71,15,-6.49,2021 TV10,11.6669336196355,0.0094,2068-2078,bK21T10V,7.377754e-06
28.21,(2021 TV1),2459501.5,2021-10-14,0,-7.12,4,-7.10,2021 TV1,9.94541595831657,0.0077,2072-2104,bK21T01V,3.08228e-06
26.97,(2021 SO1),2459507.5,2021-10-20,0,-6.45,5,-6.32,2021 SO1,8.59764323891249,0.014,2103-2119,bK21S01O,9.4859e-06
